cleaned_tweets,sentiment
rt lovelytigist እንኳን ለአክሱም ፅዮን ማሪያም አመታዊ ክብረ ባአል አደረሳችሁ ፅዮንን ክበቧት በዙሪያዋም ተመላለሱ መዝ የአክሱሟ ፂዮን ለአገራችን ሰላም ለህዝባችን ፍቅር አንድነት ትስጥልን አሜንን…,positive
rt shewayetagel በሀረርና ድሬ ጉዞዬ ላይ ትዝታዬ የምያዝናኑና የማይጎረብጡ ነገሮች ላይ አተኩሬ ትዊት ማረጉን መረጥኩ እንጂ በሁለቱ ከተሞች ውስጥ ያለው ድባብ አይመችም…በቶሎ ሀይ ካልተባለ ለዘመናት ተፋቅሮ…,neutral
eskindernega ጀዝባ ፀረ ሙስሊም ላላችሁኝ ትላለህ ደግሞ ውሾቹ ይጮሀሉ ግመሎቹ…,negative
በዋናነት ህዝቡ የፈለገው ግፍ ለተፈፀመበት ህዝብ ድምፅ እንድንሆንለት እስክንድር ነጋ ክፍል,neutral
ማየት,positive
ethiopiamy የሚያስወግድ ነገር አንዳች ያስወግድ ጥንብ ዘረኛ እንዳንተ አይነቱ አስመሳይ የኢዜማ ቡችላ በውሸት ማንነት ተደብቆ ፀረ አማራ ጠል ፕሮፓጋንዳ ትነዛላቹ መርዝ ወረኛ ጥንብ ዘረኛ,negative
ሴራዎችን ጠንሰስው አንዱን ከሌላዉ በማጋጨት ስልጣን ለመያዝ በሚፈልጉ ሀይሎች ወጣቶች ተታልለው የጥፋት ሰለባ እንዳይሆኑ ጠሚ አብይ አህመድ አሳሰቡ,neutral
kasayerh antyeaverse ካሳዬ ደግሞ የምን ቁልምጫ በመዝገብ ስምህ መጥራት እያለ የምን በግድ ስደቡኝ,neutral
ብልፅግና የሚሰራው ለሽንፈት አብይ አህመድ,negative
ብልፅግና ብልግና ከኢዜማ ግምዜሮ የተለየ አይደለም አብይ አህመድም ሆነ የግምዜሮ ካድሬዎች በአለፉት አመታት ብቻ በፈፀሙት ወንጀለኞች ብቻ ዘብጥያ የሚወርዱ ናቸው,neutral
kefiradechatu ማንኛውም ስራ የሚሰራው በሀላፊነትና በተጠያቂነት ውሸት የሚል አካል መክሰስ ይችላልይህን መረጃ ያወጣው አካል በኢትዮጵያ ቢሮ ያለው የተመዘገበና የሚታወቅ ድርጅት ነውእየመጣህ ለመኮመት አትቸኩል ድርጅቱም የሰጠው ማስተባበያ ተለጥፏል,positive
sahleworkzewde መልካም የጌታ ልደት ለእርስዎም የተከበሩ ፕሬዜዳንት,positive
ethiopian good news እንኳን ደስ አላቹ ሰውዬው ጃዋር ልክ ሊገባ ከአውሮፓ የምስራች ትሰምቷል via youtube,neutral
nafkotaschenaki አዎ ግን ከበአል በፊት መድረስ አልቻልኩም ጉርሻዉን ፃ,neutral
ስለ ኢትዬጵያ ኦነግ ሲነዛው ከኖረው ፕሮፓጋንዳና አሁን አሁን አህመዲን ጀበል በሀይማኖት ስም ከሚለቀው ውሸት መካከል ምን ልዩነት አለ በብሄር ሞክረው ያልተሳካላቸውን አማራን የመምታት የፖለቲካ ሴራን አሁን ደሞ በሀይማኖት ጭንብል የመጡት,negative
አሁን አሁን ከፍታው ቀርቶብን በቅጡ ዝቅታችንን እንኑረው መከባበሩ ቀርቶብን በአግባቡ እንዋረድ መፍቀሩ ቀርቶብን በቅጡ እንጠላላ ሰላሙ ቀርቶብን ቀውሳችን ይቅለልልን አንድነቱ ይቅርብን ና ልዩነታችን በቅጥ ይሁን,neutral
zemenuya የወንድ ቆንጆም ምርጥ ስራ ውሸታምን ጊዜ ወስደህ ስማው የሰቀላት እኮ የመጀመሪያ አልበሟ ገበያ ላይ አዲስና ምርጥ ሳውንድ ይዞ መምጣቱ ነውበዚህ ተስማምተናል አውርደን ለመዘርጠጥከወይሶ ጋር ለማወዳደር ቀጣይ አልበሟን ብንጠብቅስ,positive
,neutral
gcherkoh በዚህ አጋጣሚ ትግራይ ነፃ ሀገር ስለሆነች ደስ ብሎናል ነገር ግን ይህ ሁሉ መስዋእት ተከፍሎ አብይና ቧያሌው አይነት ሰዋች ኢትዮጵያውያን ሲያፈርስዋት ስታይ ያማል,mixed
ከዚያም ባሻገር የገጠር መሬቶችና የተፈጥሮ ሀብቶች ለምን እንዲያምሩ አይደረግም ከሺዎች በላይ በሚሊዮን የሚቆጠሩ ወጣቶች የስራ እድል ያገኛሉ የሚከፈላቸው ብር ዶላር አይደለም ከ አመት በኋላ ሀብት እንጨትና ወረቀት ፋብሪካዎች ወዘተ,neutral
የአንድ ሀገር ጠንካራ ብሄራዊ ቡድን መሰረቱ ጠንካራ ክለቦች ናቸው ከእግር ኳስ ክለቦቻችን አንዱ የሆነውን ፋሲል ከነማን በመርዳት ለጠንካራ ብሄራዊ ቡድን መሰረት እንጣል,positive
gebissao asemahagnaseres gebissa odda የመሸታ ቤት ብልግናህን twitter ላይ ይዘህ መቅረብ የለብህም ስለትራፊክ ሲነሳ ከነፍጠኛው ጋር ምን አያያዘው አስር ጊዜ ነፍጠኛ የሚል ሰው ንፍጣም የሆነ ሰው የደንቆሮ ለቅሶ አደረከው ከጊዜው ጋር ዘምን አትጃጃል,negative
ገዳ የወደፊቱ የፖለቲካ ስርአት መሆን ይችላል ፕሮፌሰር አስመሮም ለገሰ,neutral
ታህሳስ ስራ ላይ የነበረው የብሄራዊ ደህንነት የውጭ ግንኙነት ፖሊሲ የሀገሪቱን ወቅታዊ ሁኔታ ከግምት ያስገባ የብሄራዊ ደህንነት ፖሊስ እንዲሆን እየተሰራ መባሉን ሰምተናል,neutral
,neutral
ፀረ አማራው ብአዴን የአማራ ወጣቶች ማህበርን ከስሷልየብአዴን ተላላኪ ሆኖ የቆዬው የወጣቶች ሊግ እያለሁ አዲሱ ማህበር መመስረት የለበትም ብሎዋል ብአዴን የአማራ ህዝብ ጠላት,neutral
,positive
madyyonas ደሞ ጨመረ ይላል እንዴ,negative
abelasrat በዘረኛ ሆኖ በተዳከመ አቅም ልወጡ የማይችሉትን ትርፍ አልባ ድካም ትልቅ የህዝብ አደራ እየቆጠሩ በሀላፊነት ስም ብቻ የህዝብ ውክልና ስለመኖሩ እርግጠኛ ሳይኮን ስላማዊውን ህዝብ ማወክ ጤንነት አይደለም አዲስ አባ የሁሉም ናት,neutral
,negative
ሳያጠፉ ማልማት የማይችሉ የበዙባት ሀገር,negative
የብልፅግና ፓርቲ ስራ አስፈፃሚ ኮሚቴ የመጀመሪያ ስብሰባውን በዛሬው እለት እያካሄደ,neutral
zemenuya እኔን ሌላ ምን ይባላል,neutral
ቆይ አሁን እውነቱን እንነጋገር ከተባለ rift valley መማር አልባሌ ቦታ ከመዋል በምን ይተናነሳል,negative
rt munishe የመንግስት ተቀዳሚ ተግባሩ የዜጎችን ደህንነት ከጥጋበኞችና ከስርአት አልበኞች መከላከል ነውይህን መሰረታዊ ተግባር መፈፀም የማይችል መንግስት የሰፈር ጥጋበኛ መጫወቻ የሚሆነውበአንድ ሀገር ላይ…,negative
,negative
ብሬ ብልህ ሰው ነውምን በምን ሰአት መናገር እንዳለበት ያውቃልበቃላት እንዴት መሸወድ እንዳለበትም ያውቃል ዜጋ ማነውግለሰብ ማነው እንዴት የሚበየነው ኢዜማ የግለሰብ መብትን እስከየት ድረስ ያከብራል የሚሉ ጥያቄዎች በአብዶ ታልፈዋል☺,mixed
ውድ ወገኖቼ— ከዚህ በታች ያለው የፌስቡክ ገፄ ስለተጠለፈ ለማዘጋት ሪፓርት በማድረግ እንድትተባበሩኝ እጠይቃለሁ አመሰግናለሁ,positive
beteberhanu hymelee eskender ethioliberty haileyabekele በመምሰል በመሆን መሀል ልዩነት አለ ላንዳንድ ሰዎች የመጀመሪያው በጣም አስፈላጊ apparently መልካም ምሽት,positive
natberh በኢትዮጵያ የሀገር መከላከያ ሚንስትር ለማ መገርሳ የተመራ ከፍተኛ የልኡካን ቡድን የኢትዮጵያ የአሜሪካንን የሁለትዮሽ የመከላከያ ትብብር ለማጠናከር ዛሬ ጠዋት ዋሽንግተን ዲሲ ገብተዋል ethiopia what about now,positive
rt zerihunet በኦሮሞ ወግባህልቐንቓ ተወልደውአድገው ኦሮሞ ከሆኑት ይልቅ በከፊሉሙሉ ለሙሉ ከኦሮሞ ማህረሰብ ውጪ ተወልደውአድገውና ኖረውአየኖሩ ዛሬ ከጊዜ በሀላ የኦሮሞታጋዮች ሳይሆኑ አጋዳላዮች የሆኑ…,negative
የቡድን ማንነትን መብቶችን በተመለከተ የሰላ ጥያቄ በማቅረብክ ደስ ብሎኛል ለዚህም ድግሞ የ critical race theoryን ፍሬሞርክ በተወሰናነ ደረጃ መጠቀምክ የጥቁር ሰዋችን ትግል ከአጠቃላይ የቡድን ማንነቶች ጋር እገናኝቶታል አሪፍ suralem,positive
kasayerh ያው ታክሲ ውስጥ ምናምን ማለቴ ልክ ሳንፈልግ ጆሲን እንደምንሰማው,neutral
ሚኒሶታዎች እናመሰግናለን ❤️❤️❤️❤️ድል ለዲሞክራሲ ❤️ ድል ለኢትዮጵያ ❤️ እስክንድር ✊✊✊✊✊✊,positive
abiyahmedali ፎቶ ስላያቹህ ብቻ አብይ አብይ የምትሉ ዲጅታል አብዮች አበዛቹሁት ዶር አብይን ምክንያታዊ ሁኖ መደገፍ ጥሩ ዝም ብሎ ፎቶ አይቶ እናመሰግናለን ማለት ግን ምን ማለት አታስጠቁሩት,mixed
gcherkoh ለምን አብሮ ሲያጨበጭብ ከረመ ግልፅ ካልሆነለት,negative
kalkidany kalebmogess ጥሩ ቀማሽ ለማለት,positive
rt temesgenyehula ብአዴን የሚባል የጠላት ፍጥረት የአማራ የተባሉ ተቋማትን ድርጅቶችን ለመጥለፍ ለማዳከም የሚያጠፋውን ጉልበት በሌሎች ተቃራኒ ተሰላፊዎች ላይ ቢያውል የት በደረሰ ነበር…,negative
ቅድመ ዳሰሳ ቅዱስ ጊዮርጊስ ከ ድሬዳዋ ከተማ,neutral
abiyahmedali ሰላም ዶር አብይ ግን ምነዉ አልክ የኛን የሙስሊሞችን ጉዳይ ምንም አታመጡም ነዉ ወይስ ንቀት ነዉ ዳንኤል ክብረትን ካጠገብህ አርቅልን በአማራ ክልል በአንድ ለሊት ብቻ መጂዶችና እየተመረጡ የሙስሊም ንብረቶች ወድመዋል ቆይ ምን አስበህ ነዉሀይ,negative
ከሞጣው የተቀናበረ ጥቃት ጀርባ «የክልሉን መጅሊስ ሊያፈርሱ የሚንቀሳቀሱ» ሙስሊሞች መኖራቸውን ለሚወሰደው እርምጃም ህዝቡ በጥቆማ እንዲተባበር ጠይቀዋል ይገርማል ተጠቂዎቹም ተዘራፊዎቹም ሙስሊሞች ናቸው,neutral
የሌባ አይነ ደረቅ መልሶ ልብ ያደርቅ መጀመሪያ ዙሪያዎን ብቻ ሳይሆን ውስጦትን ይመርምሩ ውስጦትን,negative
ኦነግኦፌኮ ኦብፓ ሊደመሩ ነዉለአብይ አህመድ ብልፅግና ፓርቲ ፈተና ሊሆን ይችላል,mixed
rt duletlover አሁን ያለሁበት ታክሲ የሚካያን ዘፈን እስከሚከፍተውድረስ ይሄን ያህል ዘፈኗ እንደናፈቀኝ አላወቁም ነፍሷን በገነት ያኑርልን ❤️❤️❤️,neutral
ሀገሬን የሚረዳ ጥናት ላካሂድ ባልኩት ስድብ እኮ ስድብ ኢትዮጵያዬ እንደው መች የሚያልፍልሽ የሚያልፍልን,neutral
bethelihemmm hagerealresam ይሄ የሁሉም አዲስ አበቤ እውነታ ቢያንስ ወላጆቻቸው ከዚያ በላይ አዲሳባ ውስጥ የተወለዱ በልጅነታቸው የመጡ ናቸው ስለዚህ ልጆቻቸው ከአዲሳባ ውጪ ቤቴመኖሪያዬ የሚሉት የላቸውምso defending the city is a matter of survival,neutral
ጠሚኒ ዶር አቢይ በደቡብ አፍሪካ ለሚገኙ ኢትዮጵያውያን ያስተላለፉት መልእክት,positive
,negative
ethiopialiveupd sheethiopia አህያውም ፈርቶ ዳውላውን አለ ገንዘብ ብቻ ያለው ይማር ከሆነ ችግሩን ፈጣሪውቹ ራሳቸው ፖለቲከኞቹ ነጋዴዎቹ እንደሆነ ግልፅ ገንዘብ ከፈላው ከብሄር ጥቃት ያድን እንደሆነ የሚታይ ይሆናል,neutral
yontr በሱ አስተሳሰብ አሰራር አመት መኖር አቅቶናል ጭራሽ ና አመት አለማወቁን እንኳን አላወቀም,neutral
ibroo jawarmohammed ጥፋ ከዚህ ሰው በላ አውሬ ጥንብ ዘረኛ,neutral
gfasil አይቼው ለካ የሰው ስም,neutral
rt dwamharic በዚህ አመት ይካሄዳል ተብሎ በሚጠበቀው የኢትዮጵያ ምርጫ የአገሪቱ ሰላም መረጋጋት ፈተና ሊሆኑ እንደሚችሉ ጠቅላይ ምኒስትር አቢይ አህመድ ተናገሩ ምርጫው በመጪው ግንቦት አሊያም ሰኔ ወር ሊ…,mixed
ኩላሊት ጉበት ልብ ሳንባ ሌሎችም የሰውነት አካላት ከለጋሾች ሰውነት ከወጡ በኋላ ወደ ታካሚው ገላ እስከሚገቡ ድረስ ያለው ቆይታቸው ጥያቄን ይፈጥርብዎታል በዚህ ፅሁፍ መልሱን ያግኙ,neutral
አንዳንድ ፓርቲዎች ቢሮ የላቸውም በአየር ላይ ናቸው ሶሊያና ሽመልስ,neutral
❖ምንም አዲስ ነገር የለምሆዜ ያው,neutral
anileyamare ጉድ በል ብቻ,negative
beti አሜን ውዴ,positive
አዳዲስ ተከታዮችን ለማግኘት ይህንን የሚወዱትን ሁሉ ተመልሰው የሚመልሱትን ይከተሉ,positive
መንግስት ከኦነጋውያን አጋቾቻቸው ነፃ አውጣኋቸው ያላቸውን ተማሪዎች እራሱ የት አገባቸው እስር ቤት ሆስፒታል ከእገታ ወደ እገታ ፍትህ ለታገቱ ተማሪዎች ወላጆቻቸው pmethiopia dagmawitmoges ashenafimeaza danielbekele billeneseyoum,mixed
heyab zemenuya አይ አለመተዋወቅ 🤦‍♂️ ከአንድ ታላቅ ሴሌብሪቲ ጋር እንደነበርክ እንኳን አታውቅም,negative
መፈራት ያለብህ ብቻ መወደስ ያለብህ ብቻ እልሀለው ዛሬም እኔም ቆሜ አንተው በሰጠኸኝ ዘመንና ቅኔ ልኡል ሆይ ማደሪያህ ይባረክ,positive
,neutral
senaitbitew melakabera wurye kalkass kasayerh tweetofmicky zemenuya mikitango እንግዲህ ከአሁኑ እንጀምር እዚህ ቤት ደረቅ እንጀራ አለ አትበሉ እዚህ ቤት ለምለም እንጀራ አለ በሉ,neutral
በእስክንድርያ ነጋ ላይ የሚደረገውን ምንም አይነት አፈና አጥብቀን እንቃወማለን ድል ለ እውነተኛ ዴሞክራሲ ለአዲስ አበቤ መብት,mixed
እለት እለት አስደንጋጭ እየሆነ የመጣው አሰቃቂው የትራፊክ አደጋ መፍትሄው ምንድን ወጥቶ በሰላም መግባት ህልም እየሆነ እኮ በቀን በቀን የሚሞቱን ወገኖቻችን ብዛት ጆሮን ጭው የሚያደርግ,negative
ethiopianews አረ ይሄ ነገር እንዴት ነገሩ የምን እርኩስ መንፈስ,negative
ማዘር ዶሮ ልትገዛ ሄዳ ብር ሲላት እንዴ ዶሮዋን ወጥ እንጂ ራይድ ልሰራባት አይደለም እኮ አለችው,neutral
abirhanu ኧረ እንኳን በጥምረታቸው ይቀጥሉበት ተዋቸው,positive
nafkotaschenaki በ ተስፋ አለን እኔም ሴት ልጅ እፈልጋለሁ,positive
yrga abiyahmedali ሌላ የለህም ደነዝ,negative
በአገሪቱ የንግድ እንቅስቃሴ ፍትሀዊ በሆነ ውድድር እንዲመራ ባለመደረጉ አገር ተገቢውን ቅም እንዳታገኝ ሸማቹም ህብረተሰብ ለጉዳት ሲዳረግ ይታያል,neutral
የ ትልቁ ስድብ ኢዜማ አይርሱ ኢዜማ ከምንባል አደርባይ ብንባል ይሻል የሚሉ ሰዎች እየበዙ,neutral
የኛው ጅላንፎ ደግሞ ጎትቶ የካዝናው ቁልፉን ሰጣቸው fyi ከአብይ በላይ ኢትዮጵያ ውስጥ ኦፕሬት የሚያረጉ የሲአይኤ ኤጀንቶች ስለ ኢትዮጵያ ህዝብ ሚስጥር ሁሉም ያውቃሉ,neutral
kefiradechatu ሀሀሀሀሀ አምላኳን የምትፈራ ጨዋ የኢትዮጵያዊ ወግን ያለቀቀች የምትገኘው ቤተስኪያን የሚል myth ያኔ ስለነበር አልፈርድብህም,mixed
